name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;621;0;759;3081;1446;3081;1052;0
header;39;155;39;193;1726;193;1726;155
A;852;208;852;212;855;212;855;208
A;866;225;866;249;886;249;886;225
C;1035;276;1035;297;1050;297;1050;276
A;1005;826;1005;832;1009;832;1009;826
B;867;885;867;909;886;909;886;885
A;692;902;692;908;698;908;698;902
D;721;948;721;963;732;963;732;948
C;855;1526;855;1551;875;1551;875;1526
B;1091;1566;1091;1586;1106;1586;1106;1566
A;762;2095;762;2121;775;2121;775;2095
D;848;2186;848;2210;869;2210;869;2186
A;883;2325;883;2341;893;2341;893;2325
A;1425;2925;1425;2927;1427;2927;1427;2925
A;1149;2974;1149;2974;1150;2974;1150;2974
