name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;243;0;151;3077;687;3077;733;0
header;61;240;61;462;1755;462;1755;240
A;349;655;349;668;358;668;358;655
A;367;857;367;859;370;859;370;857
A;655;1012;655;1016;659;1016;659;1012
A;380;1063;380;1076;388;1076;388;1063
A;627;1236;627;1243;633;1243;633;1236
A;667;1236;667;1250;676;1250;676;1236
A;550;1326;550;1342;562;1342;562;1326
D;305;1328;305;1344;315;1344;315;1328
A;556;1995;556;2001;562;2001;562;1995
A;413;2042;413;2056;423;2056;423;2042
A;326;2083;326;2088;332;2088;332;2083
A;224;2543;224;2549;230;2549;230;2543
A;445;2666;445;2670;453;2670;453;2666
A;234;2710;234;2725;244;2725;244;2710
A;391;2779;391;2779;391;2779;391;2779
